"","motive","times"
"189","Ajnad Misr claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of the group's leader.",1
"190","Ajnad Misr claimed responsibility for the incident and stated that the attack was carried out in retaliation to authorities detaining female students.",1
"191","Ajnad Misr claimed responsibility for the incident and stated that the attack was carried out in retaliation to the recent deaths and arrests of demonstrators.",1
"192","Ajnad Misr claimed responsibility for the incident and stated that the attack was in retaliation for operations carried out by security forces.",2
"193","Ajnad Misr claimed responsibility for the incident and stated that the attack was in retaliation for police mistreatment of women and girls. Sources noted that the devices were planted at a location where riot police frequently gathered to respond to daily protests.",4
"194","Ajnad Misr claimed responsibility for the incident, stating that the attack was retribution for the deaths, detention and torture of Egyptian youth at the hands of security forces under the leadership of Brigadier General Ahmed Zaki.",1
"195","Ajnad Misr claimed responsibility for the incident, stating that they had targeted police officers at Cairo University for the crimes that they had committed against the student population during a crackdown on protesters the previous week.",1
"196","A KLA spokesman said that the group abducted Wolfgang because there was discrimination against the Kukis in the implementation of the German NGO-funded development program that would provide relief and rehabilitation work for refugees displaced by the ethnic conflict between the Nagas and the Kukis.",1
"197","Al-Aqsa Martyrs Brigade claimed responsibility for the attack, stating that it was in retaliation for Palestinian deaths that had occurred the day before.",1
"198","Al Aqsa Martyrs Brigade militants claimed responsibility for firing at an Israeli bus at the Israeli Atara checkpoint in Bir Zeit, West Bank, Palestine. The group said the shooting was in retaliation for Israeli attacks against the Palestinian people.",1
"199","Al Aqsa Martyrs Brigade militants claimed responsibility for opening fire at a car containing a number of Israeli rabbis near Emanuel, West Bank, Palestine. The group said in a statement that they used machine guns to fire on the car.",1
"200","Al-Aqsa Martyrs Brigades stated that the attacks were in ‘retaliation of the Israeli assassination of Al-Quds Brigades members in Nabulus on May 17, and in response to the siege laid on the Palestinian people.’",1
"201","Al-Aqsa Martyrs Brigade states that the incident was in retaliation for the killing of one of its leaders several months earlier",1
"202","A leaflet disseminated by the group said that the attack was in response to the ongoing siege on Yassir Arafat in Ramallah. It also said that the attack marked the 40th day of Ra'id al-Karmi's liquidation.",1
"203","A leaflet said that the attack was in retaliation for the assassination of HAMAS leader Ibrahim Al Maqadma.",1
"204","A letter claiming responsibility said that the group would ""block Japan's dispatch of the Self-Defense Forces abroad and a U.S.-led war against Iraq.""",1
"205","A letter left at the incident site accused Panda as being a supporter of 'Shanti Committee' which is opposed to CPI-Maoist and Chasi Mulia Adivasi Sangh (CMAS) being sponsored by the Maoists and that he was exploiting the poor people.",1
"206","A letter left at the incident site by Maoists claimed Meleka was killed for being a suspected police informer.",1
"207","A letter left by Maoists near the corpse of slain tribal leader Ganggadhar Chalana stated that the victim was killed after being identified as a police informant.",1
"208","A letter left by Maoists on the body of Budra Dhangada Majhi claimed that he was killed because the group believed that he was a police informant and had been exploiting his employees.",1
"209","A letter left near the body described the victim as a police informer.",1
"210","A letter left on the bodies of the two female victims accused them of prostitution and threatened violence against others engaged in ""immoral activities.""",1
